Measurement,Site,Plot,Date,Transect,Individual,Record_id,Number of siliques counted per plant,Comments
Silique_count,4,8,20180403,2,18,SC-4-8-2-18-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,19,SC-4-8-2-19-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,20,SC-4-8-2-20-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,21,SC-4-8-2-21-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,22,SC-4-8-2-22-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,23,SC-4-8-2-23-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,24,SC-4-8-2-24-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,25,SC-4-8-2-25-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,26,SC-4-8-2-26-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,27,SC-4-8-2-27-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,28,SC-4-8-2-28-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,29,SC-4-8-2-29-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,30,SC-4-8-2-30-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,31,SC-4-8-2-31-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,32,SC-4-8-2-32-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,33,SC-4-8-2-33-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,34,SC-4-8-2-34-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,35,SC-4-8-2-35-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,36,SC-4-8-2-36-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,37,SC-4-8-2-37-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,38,SC-4-8-2-38-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,39,SC-4-8-2-39-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,40,SC-4-8-2-40-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,41,SC-4-8-2-41-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,42,SC-4-8-2-42-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,43,SC-4-8-2-43-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,44,SC-4-8-2-44-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,45,SC-4-8-2-45-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,46,SC-4-8-2-46-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,47,SC-4-8-2-47-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,48,SC-4-8-2-48-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,49,SC-4-8-2-49-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,50,SC-4-8-2-50-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,51,SC-4-8-2-51-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,52,SC-4-8-2-52-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,53,SC-4-8-2-53-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,54,SC-4-8-2-54-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,55,SC-4-8-2-55-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,56,SC-4-8-2-56-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,57,SC-4-8-2-57-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,58,SC-4-8-2-58-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,59,SC-4-8-2-59-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,60,SC-4-8-2-60-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,61,SC-4-8-2-61-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,62,SC-4-8-2-62-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,63,SC-4-8-2-63-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,8,20180403,2,64,SC-4-8-2-64-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,1,SC-4-9-1-1-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,2,SC-4-9-1-2-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,3,SC-4-9-1-3-20180403,10,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,4,SC-4-9-1-4-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,5,SC-4-9-1-5-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,6,SC-4-9-1-6-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,7,SC-4-9-1-7-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,8,SC-4-9-1-8-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,9,SC-4-9-1-9-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,10,SC-4-9-1-10-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,11,SC-4-9-1-11-20180403,8,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,12,SC-4-9-1-12-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,13,SC-4-9-1-13-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,14,SC-4-9-1-14-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,15,SC-4-9-1-15-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,16,SC-4-9-1-16-20180403,9,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,17,SC-4-9-1-17-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,18,SC-4-9-1-18-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,19,SC-4-9-1-19-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,20,SC-4-9-1-20-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,21,SC-4-9-1-21-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,22,SC-4-9-1-22-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,23,SC-4-9-1-23-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,24,SC-4-9-1-24-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,25,SC-4-9-1-25-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,26,SC-4-9-1-26-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,27,SC-4-9-1-27-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,28,SC-4-9-1-28-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,29,SC-4-9-1-29-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,30,SC-4-9-1-30-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,31,SC-4-9-1-31-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,32,SC-4-9-1-32-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,33,SC-4-9-1-33-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,34,SC-4-9-1-34-20180403,15,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,35,SC-4-9-1-35-20180403,9,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,36,SC-4-9-1-36-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,37,SC-4-9-1-37-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,38,SC-4-9-1-38-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,39,SC-4-9-1-39-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,40,SC-4-9-1-40-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,41,SC-4-9-1-41-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,42,SC-4-9-1-42-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,43,SC-4-9-1-43-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,44,SC-4-9-1-44-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,45,SC-4-9-1-45-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,46,SC-4-9-1-46-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,47,SC-4-9-1-47-20180403,9,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,48,SC-4-9-1-48-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,49,SC-4-9-1-49-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,50,SC-4-9-1-50-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,51,SC-4-9-1-51-20180403,8,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,52,SC-4-9-1-52-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,53,SC-4-9-1-53-20180403,11,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,54,SC-4-9-1-54-20180403,10,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,55,SC-4-9-1-55-20180403,8,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,56,SC-4-9-1-56-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,57,SC-4-9-1-57-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,58,SC-4-9-1-58-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,59,SC-4-9-1-59-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,60,SC-4-9-1-60-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,61,SC-4-9-1-61-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,62,SC-4-9-1-62-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,63,SC-4-9-1-63-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,64,SC-4-9-1-64-20180403,10,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,65,SC-4-9-1-65-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,66,SC-4-9-1-66-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,67,SC-4-9-1-67-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,1,68,SC-4-9-1-68-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,1,SC-4-9-2-1-20180403,9,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,2,SC-4-9-2-2-20180403,14,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,3,SC-4-9-2-3-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,4,SC-4-9-2-4-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,5,SC-4-9-2-5-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,6,SC-4-9-2-6-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,7,SC-4-9-2-7-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,8,SC-4-9-2-8-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,9,SC-4-9-2-9-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,10,SC-4-9-2-10-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,11,SC-4-9-2-11-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,12,SC-4-9-2-12-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,13,SC-4-9-2-13-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,14,SC-4-9-2-14-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,15,SC-4-9-2-15-20180403,13,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,16,SC-4-9-2-16-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,17,SC-4-9-2-17-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,18,SC-4-9-2-18-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,19,SC-4-9-2-19-20180403,8,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,20,SC-4-9-2-20-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,21,SC-4-9-2-21-20180403,6,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,22,SC-4-9-2-22-20180403,7,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,23,SC-4-9-2-23-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,24,SC-4-9-2-24-20180403,3,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,25,SC-4-9-2-25-20180403,1,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,26,SC-4-9-2-26-20180403,1,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,27,SC-4-9-2-27-20180403,1,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,28,SC-4-9-2-28-20180403,2,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,29,SC-4-9-2-29-20180403,5,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,30,SC-4-9-2-30-20180403,4,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
Silique_count,4,9,20180403,2,31,SC-4-9-2-31-20180403,1,Transect 1 = diagonal; transect 2 = off-diagonal. Damaged plants excluded (overall not many). All fruits considered as sound despite variation in fruit size.
